texto,rotulo,texto_limpo
"Ministro da Educação desmonta secretaria de diversidade e cria pasta de alfabetização. Formar cidadãos  preparados para o mercado de trabalho. O foco oposto de governos anteriores, que propositalmente investiam na formação de mentes escravas das ideias de dominação socialista.",direita,ministro educação desmonta secretaria diversidade cria pasta alfabetização formar cidadãos preparados mercado trabalho foco oposto governos anteriores propositalmente investiam formação mentes escravas ideias dominação socialista
"Mais de 15% do território nacional é demarcado como terra indígena e quilombolas. Menos de um milhão de pessoas vivem nestes lugares isolados do Brasil de verdade, exploradas e  manipuladas por ONGs. Vamos juntos integrar estes cidadãos e valorizar a todos os brasileiros.",direita,território nacional demarcado terra indígena quilombolas menos milhão pessoas vivem nestes lugares isolados brasil verdade exploradas manipuladas ongs vamos juntos integrar cidadãos valorizar todos brasileiros
"Por decreto pretendemos garantir a POSSE de arma de fogo para o cidadão sem antecedentes criminais, bem como tornar seu registo definitivo.",direita,decreto pretendemos garantir posse arma fogo cidadão antecedentes criminais bem tornar registo definitivo
"O jornal estatal Granma, o único de Cuba, publicou matéria com críticas ao futuro governo. Cuba se alimentou de bilhões de R$ de impostos dos brasileiros em nome do Foro de SP e em detrimento de seus cidadãos. Não convidar seu ditador para minha posse foi mais um de meus acertos.",direita,jornal estatal granma único cuba publicou matéria críticas futuro governo cuba alimentou bilhões r impostos brasileiros nome foro sp detrimento cidadãos convidar ditador posse acertos
"Inúmeras regulamentações em todos os setores que só servem para arrecadação e entraves de desenvolvimento, sem nenhum retorno prático ao cidadão, irão ser revogadas rapidamente em meu governo. Menos interferência do estado significa melhores condições de vida ao Brasileiro.",direita,inúmeras regulamentações todos setores servem arrecadação entraves desenvolvimento nenhum retorno prático cidadão irão revogadas rapidamente governo menos interferência estado significa melhores condições vida brasileiro
"As convergências ministeriais darão o tom de desenvolvimento de nosso país e que foi pautada pela população. Reduzir o estado, desenvolvimento sem entraves de ONGs, acordos comerciais bilaterais já em andamento e mudar a atual pífia linha educacional. Vamos alavancar o Brasil!",direita,convergências ministeriais darão tom desenvolvimento país pautada população reduzir estado desenvolvimento entraves ongs acordos comerciais bilaterais andamento mudar atual pífia linha educacional vamos alavancar brasil
"Ressalto ainda que as regiões Norte e Nordeste terão olhar especial do nosso governo, principalmente pelo grande potencial econômico que possuem. Uma boa tarde a todos!",direita,ressalto ainda regiões norte nordeste olhar especial governo principalmente grande potencial econômico possuem boa tarde todos
"Parabéns ao presidente do Supremo Tribunal Federal por derrubar a liminar que poderia beneficiar dezenas de milhares de presos em segunda instância no Brasil e colocar em risco o bem estar de nossa sociedade, que já sofre diariamente com o caos da violência generalizada!",direita,parabéns presidente supremo tribunal federal derrubar liminar poderia beneficiar dezenas milhares presos segunda instância brasil colocar risco bem sociedade sofre diariamente caos violência generalizada
"Junto aos futuros ministros de Minas e Energia e Agricultura, estamos analisando o potencial de exploração de reservas de potássio, cálcio e magnésio em regiões do nosso país. Hoje, mesmo com as maiores reservas, dependemos de matéria-prima importada para produzir fertilizantes.",direita,junto futuros ministros minas energia agricultura analisando potencial exploração reservas potássio cálcio magnésio regiões país hoje maiores reservas dependemos matéria prima importada produzir fertilizantes
"O poder popular foi substituído por um grupo fechado que usurpava as demandas sociais e assim tomava o controle de tudo, fundado por Lula e Fidel Castro em 1990, conhecido como Foro de São Paulo.",direita,poder popular substituído grupo fechado usurpava demandas sociais assim tomava controle tudo fundado lula fidel castro conhecido foro paulo
"Parabéns aos Policiais Militares de Valença-RJ que salvaram a senhora de 83 anos feita refém por um bandido covarde, ficando mais de 10 minutos com uma arma apontada para sua cabeça. Belo trabalho! A vida do cidadão de bem sempre deve ser prioridade!",direita,parabéns policiais militares valença rj salvaram senhora anos feita refém bandido covarde ficando minutos arma apontada cabeça belo trabalho vida cidadão bem sempre deve prioridade
"Sujeitar automaticamente nosso território, leis e soberania a colocações de outras nações está fora de cogitação. É legítimo que países no mundo defendam seus interesses e estaremos dispostos a dialogar sempre, mas defenderemos os interesses do Brasil e dos brasileiros.",direita,sujeitar automaticamente território leis soberania colocações outras nações cogitação legítimo países mundo defendam interesses estaremos dispostos dialogar sempre defenderemos interesses brasil brasileiros
"Há outros acordos suspeitos claramente inviáveis que reforçam a ideia de que nosso país estava disfarçadamente servindo de fonte de renda de partidos alinhados ideologicamente na America Latina, com nossa soberania dando lugar a uma verdadeira submissão ideológica. Não mais!",direita,outros acordos suspeitos claramente inviáveis reforçam ideia país disfarçadamente servindo fonte renda partidos alinhados ideologicamente america latina soberania dando lugar verdadeira submissão ideológica
"Após Cuba irresponsavelmente retirar-se do Mais Médicos por não aceitar dar liberdade e salário integral aos seus cidadãos, quase 100% das vagas já foram preenchidas por brasileiros. Está claro que o acordo do PT era pretexto para financiar a ditadura membro do foro de São Paulo.",direita,após cuba irresponsavelmente retirar médicos aceitar dar liberdade salário integral cidadãos quase vagas preenchidas brasileiros claro acordo pt pretexto financiar ditadura membro foro paulo
"Para voltarmos a crescer como nação precisamos fazer valer nossa soberania e nossas leis. Devemos respeitar o mundo todo, mas também ser respeitados. Seremos um Brasil amigo, mas que tem seus valores e princípios básicos.",direita,voltarmos crescer nação precisamos fazer valer soberania leis devemos respeitar mundo todo respeitados brasil amigo valores princípios básicos
"Tão importante quanto colocar nomes técnicos à frente da missão de fazer o Brasil crescer, é desfazer o sistema ideológico e burocrático criado conscientemente para frear qualquer tentativa de mudança.",direita,tão importante quanto colocar nomes técnicos frente missão fazer brasil crescer desfazer sistema ideológico burocrático criado conscientemente frear qualquer tentativa mudança
"O turismo associado ao meio ambiente é uma ótima fórmula comprovada para a preservação. A alegação do intocável age em prol de pequenos grupos, sugar a mente de inocentes, encher o bolso de poucos e dominar a grande maioria envolvida, travando o verdadeiro desenvolvimento!",direita,turismo associado meio ambiente ótima fórmula comprovada preservação alegação intocável age prol pequenos grupos sugar mente inocentes encher bolso poucos dominar grande maioria envolvida travando verdadeiro desenvolvimento
"Por muito tempo nossas instituições de ensino foram tomadas por ideologias nocivas e inversão de valores, pessoas que odeiam nossas cores e Hino. Hastear uma bandeira do Brasil não tem relação com política, mas com o orgulho de ser brasileiro e a esperança de tempos melhores.",direita,tempo instituições ensino tomadas ideologias nocivas inversão valores pessoas odeiam cores hino hastear bandeira brasil relação política orgulho brasileiro esperança tempos melhores
"O Brasil gasta pouco no ensino básico em relação ao superior. O alto índice de alunos sem noções mínimas de leitura e escrita nas faculdades reflete esse mau investimento. Vamos priorizar a base, qualificando o ensino para capacitar e formar grandes profissionais no futuro.",direita,brasil gasta pouco ensino básico relação superior alto índice alunos noções mínimas leitura escrita faculdades reflete mau investimento vamos priorizar base qualificando ensino capacitar formar grandes profissionais futuro
"Corte de gastos desnecessários reduzindo o número de estatais e ministérios, indicando, sem pressões de viés sindicalista, nomes técnicos e capacitados, prezando pela eficiência de cada campo. Muito além de fazer, vamos desfazer o sistema falido e corrupto que o PT construiu!",direita,corte gastos desnecessários reduzindo número estatais ministérios indicando pressões viés sindicalista nomes técnicos capacitados prezando eficiência cada campo além fazer vamos desfazer sistema falido corrupto pt construiu
"Combatendo as fraudes em programas sociais, sobra dinheiro para garantir maior renda aos mais necessitados. Descrentralizando recursos, estados e municípios terão maior autonomia financeira para atender as peculiaridades de suas regiões.",direita,combatendo fraudes programas sociais sobra dinheiro garantir maior renda necessitados descrentralizando recursos estados municípios maior autonomia financeira atender peculiaridades regiões
"Ao contrário do que propõem nossos adversários, SOMOS CONTRA QUALQUER TIPO DE CONTROLE SOCIAL DA MÍDIA E INTERNET.",direita,contrário propõem adversários contra qualquer tipo controle social mídia internet
"Sabemos da importância da liberdade de imprensa. Quando cobre os fatos, sem ativismo político e parcialidade, a mídia cumpre seu papel valoroso de informar as pessoas. Apesar do claro aparelhamento, ainda há uma parte que não se rendeu ao sistema e realiza muito bem esta função.",direita,sabemos importância liberdade imprensa cobre fatos ativismo político parcialidade mídia cumpre papel valoroso informar pessoas apesar claro aparelhamento ainda parte rendeu sistema realiza bem função
"Há preconceito quando fala-se em escolas coordenadas por militares, mas já foi mais que provado o sucesso deste modelo. No Amazonas, por exemplo, uma escola localizada em área pobre, dominada pela criminalidade e de baixíssimo desempenho se tornou referência nacional em educação.",direita,preconceito fala escolas coordenadas militares provado sucesso deste modelo amazonas exemplo escola localizada área pobre dominada criminalidade baixíssimo desempenho tornou referência nacional educação
"Os males e prejuízos da corrupção atingem a população de todas as formas. É ela que fica sem leito no hospital, sem segurança nas ruas e sem dinheiro no bolso. É isso que queremos impedir. Um governo corrupto estimula o crime em todas as esferas. Vamos governar pelo exemplo!",direita,males prejuízos corrupção atingem população todas formas fica leito hospital segurança ruas dinheiro bolso queremos impedir governo corrupto estimula crime todas esferas vamos governar exemplo
"A questão ideológica é tão, ou mais grave, que a corrupção no Brasil. São dois males a ser combatido. O desaparelhamento do Estado, e o fim das indicações políticas, é o remédio que temos para salvar o Brasil.",direita,questão ideológica tão grave corrupção brasil dois males combatido desaparelhamento estado fim indicações políticas remédio salvar brasil
"Historicamente são milhares as fraudes no Bolsa Família, que vão de políticos até curioso caso de animal doméstico. São milhões que deixam de chegar às famílias que realmente  precisam, perpetuando a miséria. Garantir a destinação correta já resultará num grande impacto positivo.",direita,historicamente milhares fraudes bolsa família vão políticos curioso caso animal doméstico milhões deixam chegar famílias realmente precisam perpetuando miséria garantir destinação correta resultará grande impacto positivo
"Não é de hoje que falo: não podemos continuar com essa política que busca apoio através de distribuição de cargos, ministérios e diretorias. Esse é um dos principais focos de corrupção e ineficiência do Estado.",direita,hoje falo podemos continuar política busca apoio através distribuição cargos ministérios diretorias principais focos corrupção ineficiência estado
"Estamos presenciando um exemplo prático do que é um país com sua soberania ameaçada. Justiça, investigacões, leis, penas, nada disso tem significado diante desta situação. Parte de nossa missão é justamente garantir essa soberania para que nossas leis sejam devidamente cumpridas!",direita,presenciando exemplo prático país soberania ameaçada justiça investigacões leis penas nada disso significado diante desta situação parte missão justamente garantir soberania leis devidamente cumpridas
"Como já foi falado, reafirmo aqui meu compromisso de extraditar o terrorista Cesare Battisti, amado pela esquerda brasileira, imediatamente em caso de vitória nas eleições. Mostraremos ao mundo nosso total repúdio e empenho no combate ao terrorismo. O Brasil merece respeito!",direita,falado reafirmo aqui compromisso extraditar terrorista cesare battisti amado esquerda brasileira imediatamente caso vitória eleições mostraremos mundo total repúdio empenho combate terrorismo brasil merece respeito
"A independência é o único caminho para ter um governo que atenda às demandas da população, que são em primeiro lugar SEGURANÇA e EMPREGO! Sem estar livre de acordões, tudo que é falado daí em diante não passa de conversa pra boi dormir.",direita,independência único caminho ter governo atenda demandas população primeiro lugar segurança emprego livre acordões tudo falado daí diante passa conversa pra boi dormir
"Quase 40% dos estudantes no ensino superior são analfabetos funcionais. Precisamos redirecionar os jovens para o conhecimento. Ninguém quer saber de aluno sendo doutrinado em sala de aula para se tornar um militante. Queremos bons profissionais, isso que dará retorno à sociedade!",direita,quase estudantes ensino superior analfabetos funcionais precisamos redirecionar jovens conhecimento ninguém quer saber aluno sendo doutrinado sala aula tornar militante queremos bons profissionais dará retorno sociedade
"O acontece em Fortaleza nesta semana e no Brasil como um todo nas últimas décadas é reflexo de um país onde reina a impunidade e a priorização dos vagabundos. É preciso mudar esta mentalidade, não há razão para atender bandido antes do que quer a população: segurança e liberdade.",direita,acontece fortaleza nesta semana brasil todo últimas décadas reflexo país onde reina impunidade priorização vagabundos preciso mudar mentalidade razão atender bandido antes quer população segurança liberdade
"O politicamente correto é uma das táticas da esquerda para fazer o que sempre fizeram em países que implementaram seu plano de poder: aos simpatizantes tudo, aos adversários a forca e à população o controle, a mordaça e nada mais.",direita,politicamente correto táticas esquerda fazer sempre fizeram países implementaram plano poder simpatizantes tudo adversários forca população controle mordaça nada
"O brasileiro respira aliviado com a decisão do STF pela não obrigatoriedade do imposto sindical? Sim, mas ainda é muito pouco para quem trabalha grande parte do ano só para pagar tributos e sustentar a máquina corrupta que não traz retorno algum para nosso país.",direita,brasileiro respira aliviado decisão stf obrigatoriedade imposto sindical sim ainda pouco trabalha grande parte ano pagar tributos sustentar máquina corrupta traz retorno algum país
"Ninguém vê qualquer um desses que me acusam de ser antidemocrático se posicionarem contra o controle da mídia e internet, que, quando livres, ajudam a sustentar a democracia e se tornam uma grande resistência ao plano de poder da esquerda e suas várias faces.",direita,ninguém vê qualquer desses acusam antidemocrático posicionarem contra controle mídia internet livres ajudam sustentar democracia tornam grande resistência plano poder esquerda várias faces
"Ninguém conhece melhor os problemas de uma cidade do que aqueles que nela vivem, por isso é necessário descentralizar o poder que hoje se concentra em Brasília, de modo que governos e prefeituras tenham mais autonomia sob os recursos destinados.",direita,ninguém conhece melhor problemas cidade nela vivem necessário descentralizar poder hoje concentra brasília modo governos prefeituras autonomia sob recursos destinados
"Leis, normas e diretrizes que colocam todos os cidadãos cada dia mais vulneráveis à violência. Somente transformando a cultura da defesa de direitos humanos que defende somente os direitos de quem não era para ter direito é que começaremos o verdadeiro crescimento de nosso país.",direita,leis normas diretrizes colocam todos cidadãos cada dia vulneráveis violência somente transformando cultura defesa direitos humanos defende somente direitos ter direito começaremos verdadeiro crescimento país
"Temos nos empenhado ao máximo na busca de soluções viáveis para nossa economia enfim acontecer, mas de nada adiantará se o cidadão e a cidadã ainda não puderem andar nas ruas sem medo de assalto, estupro, sequestro, e outras barbaridades. É fato: não há liberdade sem segurança!",direita,empenhado máximo busca soluções viáveis economia enfim acontecer nada adiantará cidadão cidadã ainda puderem andar ruas medo assalto estupro sequestro outras barbaridades fato liberdade segurança
"Qualquer política que tenha como consequência a segregação da sociedade, como se os fins justificassem os meios, não receberá nosso apoio. Chega de colocarem pais contra filhos, homens contra mulheres, negros contra brancos. Para o Brasil voltar a crescer, também é preciso união!",direita,qualquer política consequência segregação sociedade fins justificassem meios receberá apoio chega colocarem pais contra filhos homens contra mulheres negros contra brancos brasil voltar crescer preciso união
"A favorita para vencer o pregão das urnas eletrônicas, nada mais é do que a sempre usada em situações suspeitas, SMARTMATIC. Continuamos insistindo para a aplicação da lei do voto impresso desde sua fase embrionária.",direita,favorita vencer pregão urnas eletrônicas nada sempre usada situações suspeitas smartmatic continuamos insistindo aplicação lei voto impresso desde fase embrionária
"O terreno onde há mais esquerdopatas em ação é o twitter. Pessoas com pensamentos diferente deles, têm que se mobilizar e os contrapor com a verdade também nesta rede social. Suas ideias precisam ser combatidas por todos os campos. Certo que o jogo vai virando e logo chegarão lá!",direita,terreno onde esquerdopatas ação twitter pessoas pensamentos diferente têm mobilizar contrapor verdade nesta rede social ideias precisam combatidas todos campos certo jogo vai virando logo chegarão lá
"Defendo o direito à arma pro cidadão de bem e fuzil para o homem do campo se defender do terrorismo. Sou contra o governo controlar mídia e internet. Nem eu nem meus filhos estão envolvidos em corrupção. A diferença entre eu e Lula, antes mesmo da ideologia, está no caráter!",direita,defendo direito arma pro cidadão bem fuzil homem campo defender terrorismo contra governo controlar mídia internet filhos envolvidos corrupção diferença lula antes ideologia caráter
"A esquerda tenta há muito calar a mídia e eu jamais propus tal absurdo. Rouba bilhões e desvia dos brasileiros dando também para ditaduras e países do Foro de SP. A esquerda, nas escolas, diz que o socialismo é o paraíso e o capitalismo é o inferno...e o Bolsonaro que é o perigo?",direita,esquerda tenta calar mídia jamais propus tal absurdo rouba bilhões desvia brasileiros dando ditaduras países foro sp esquerda escolas diz socialismo paraíso capitalismo infernoe bolsonaro perigo
"Queremos negociar com o mundo todo, inclusive com a China. A questão é como esses negócios devem ser feitos: com critérios, respeitando nossa legislação, soberania nacional e autonomia. O Brasil é grande!",direita,queremos negociar mundo todo inclusive china questão negócios devem feitos critérios respeitando legislação soberania nacional autonomia brasil grande
"Parabéns ao primeiro-ministro Shinzo Abe pela vitória nas eleições do Japão, país que temos grande respeito! Se depender de nós, o Brasil estará pronto para uma aproximação cada vez maior!",direita,parabéns primeiro ministro shinzo abe vitória eleições japão país grande respeito depender brasil estará pronto aproximação cada vez maior
Infelizmente a Constituição não permite o trabalho obrigatório para presos. A sociedade não merece sustentar quem a aterroriza diariamente!,direita,infelizmente constituição permite trabalho obrigatório presos sociedade merece sustentar aterroriza diariamente
"Se o marginal não quer perder direitos, que pense 1000 vezes antes de matar ou estuprar alguém. Cadeia também é pra pagar seus erros, não é colônia de férias!",direita,marginal quer perder direitos pense vezes antes matar estuprar alguém cadeia pra pagar erros colônia férias
"A população é que deve ser respeitada pelo preso. Temos cidadãos honestos desempregados vivendo em péssimas condições, priorizar bandido é uma afronta grave à sociedade que sangra nas mãos destes delinquentes.",direita,população deve respeitada preso cidadãos honestos desempregados vivendo péssimas condições priorizar bandido afronta grave sociedade sangra mãos destes delinquentes
"Precisamos de Banco Central independente para definir metas, diminuir juros, reduzir inflação e obter previsibilidade econômica.",direita,precisamos banco central independente definir metas diminuir juros reduzir inflação obter previsibilidade econômica
"Controle da internet mais a regulação da mídia tem principal objetivo de barrar o crescimento de veículos independentes, ou seja, nós!",direita,controle internet regulação mídia principal objetivo barrar crescimento veículos independentes
"Repito: no que depender de mim, propostas para liberar o aborto no Brasil terão o meu veto e o dinheiro dos brasileiros não financiará ONGs que promovem esta prática.",direita,repito depender mim propostas liberar aborto brasil veto dinheiro brasileiros financiará ongs promovem prática
"O brasileiro desta vez tem a opção de escolher alguém que pegue firme contra a violência, a favor do livre mercado, contra o aborto e a doutrinação ideológica na educação, livre de acordões políticos e a favor da redução da maioridade penal. Mudaremos juntos a direção do Brasil!",direita,brasileiro desta vez opção escolher alguém pegue firme contra violência favor livre mercado contra aborto doutrinação ideológica educação livre acordões políticos favor redução maioridade penal mudaremos juntos direção brasil
"Desenvolver a Região Amazônica e prestar serviços ambientais sem agredir a natureza.Grande desafio, para todos nós. Seremos capazes?",direita,desenvolver região amazônica prestar serviços ambientais agredir naturezagrande desafio todos capazes
"Brasil investe em políticas corporativas de Segurança da Informação, sem impedir o livre acesso às redes sociais. Isto é muito positivo.",direita,brasil investe políticas corporativas segurança informação impedir livre acesso redes sociais positivo
A matriz energética do nosso país não pode prescindir das energias solar e eólica. Particularmente na nossa região Nordeste.,direita,matriz energética país pode prescindir energias solar eólica particularmente região nordeste
"É importante o fortalecimento do vínculo entre governo, empresas privadas e mundo acadêmico.",direita,importante fortalecimento vínculo governo empresas privadas mundo acadêmico
A falta de preocupação do setor privado não é uma atitude patriótica e nem inteligente.,direita,falta preocupação setor privado atitude patriótica inteligente
É importante que a iniciativa privada participe da formação de recursos humanos e evite trazer para o Brasil técnicos vindos do exterior.,direita,importante iniciativa privada participe formação recursos humanos evite trazer brasil técnicos vindos exterior
É preciso mais investimentos em educação para que o Brasil possa atender as demandas profissionais que estão por vir com os investimentos...,direita,preciso investimentos educação brasil possa atender demandas profissionais vir investimentos
"Ministério da Economia estuda reduzir impostos de empresas, gerando competitividade interna, empregos, barateamento do produto e competitividade também no exterior, a exemplo de Donald Trump , nos EUA.",direita,ministério economia estuda reduzir impostos empresas gerando competitividade interna empregos barateamento produto competitividade exterior exemplo donald trump eua
"Negar que hoje temos um problema que pode gerar uma catástrofe econômica que afetará a todos, principalmente os mais pobres, seria total irresponsabilidade com a população brasileira. Não queremos mentiras agradáveis! Nosso compromisso é com a verdade!",direita,negar hoje problema pode gerar catástrofe econômica afetará todos principalmente pobres total irresponsabilidade população brasileira queremos mentiras agradáveis compromisso verdade
"Como esperado, uma plataforma de planejamento de viagens mostrou que a procura de estrangeiros interessados em visitar o Brasil já cresceu 36% após anunciarmos a liberação de visto para turistas da Austrália, Estados Unidos, Canadá e Japão. Ganha o nosso turismo e nossa economia!",direita,esperado plataforma planejamento viagens mostrou procura estrangeiros interessados visitar brasil cresceu após anunciarmos liberação visto turistas austrália estados unidos canadá japão ganha turismo economia
"Nos dias 22 de março e 5 de abril serão leiloadas 10 áreas portuárias que trarão investimentos e empregos no setor e em sua capilarização. Os portos são em Vitória (ES), Cabedelo (PB, Vila do Conde e Miramar no (PA) e podem render neste momento inicial na ordem de R$700 milhões.",direita,dias março abril leiloadas áreas portuárias trarão investimentos empregos setor capilarização portos vitória es cabedelo pb vila conde miramar pa podem render neste momento inicial ordem r milhões
Sabemos que uma das principais reclamações do brasileiro é o preço do combustível e temos conversado com os ministérios responsáveis para absorver tal demanda e até poder diversificar. lembro que os estados carrregam consigo enorme responsabilidade na tributação dos combustíveis.,direita,sabemos principais reclamações brasileiro preço combustível conversado ministérios responsáveis absorver tal demanda poder diversificar lembro estados carrregam consigo enorme responsabilidade tributação combustíveis
"Brasil e os EUA assinaram acordo de salvaguardas tecnológicas para permitir o uso comercial do centro de lançamento de Alcântara, no Maranhão. O acordo prevê que os EUA poderão lançar satélites e foguetes da base maranhense. O território continuará sob jurisdição brasileira.",direita,brasil eua assinaram acordo salvaguardas tecnológicas permitir uso comercial centro lançamento alcântara maranhão acordo prevê eua poderão lançar satélites foguetes base maranhense território continuará sob jurisdição brasileira
"Decretamos o estabelecimento de critérios mais rígidos para ocupação de cargos comissionados no Governo. Dentre as novas regras estabelecidas, destaco a inclusão da Lei da Ficha Limpa como critério para contratação de novos servidores. (Decreto 9727/2019).",direita,decretamos estabelecimento critérios rígidos ocupação cargos comissionados governo dentre novas regras estabelecidas destaco inclusão lei ficha limpa critério contratação novos servidores decreto
"Na campanha, firmei o compromisso de enxugar a máquina pública e torná-la eficiente. Assinei decreto que extingue 21.000 cargos comissionados da esfera federal. Economia de quase R$195 MILHÕES de dinheiro público e ainda há muito o que fazer! ESTAMOS CUMPRINDO NOSSA MISSÃO!",direita,campanha firmei compromisso enxugar máquina pública torná la eficiente assinei decreto extingue cargos comissionados esfera federal economia quase r milhões dinheiro público ainda fazer cumprindo missão
"Estima-se que com a aprovação da Nova Previdência serão criados 8 milhões de novos empregos formais, além de garantir os benefícios dos atuais aposentados e aliviar os mais pobres, que pagarão ainda menos do que pagam hoje. Mente quem diz que a proposta beneficia os mais ricos!",direita,estima aprovação nova previdência criados milhões novos empregos formais além garantir benefícios atuais aposentados aliviar pobres pagarão ainda menos pagam hoje mente diz proposta beneficia ricos
Se não ler as notícias é desinformado... se as ler ficará mal informado.,direita,ler notícias desinformado ler ficará mal informado
"No próximo dia 19/03 embarco para os EUA, onde, dentre outros compromissos, me encontrarei com o Presidente Donald Trump . Uma grande oportunidade de retomar os fortes laços entre nossas nações na busca de um ocidente com liberdade e prosperidade. Temos muito a somar!",direita,próximo dia embarco eua onde dentre outros compromissos encontrarei presidente donald trump grande oportunidade retomar fortes laços nações busca ocidente liberdade prosperidade somar
"Os avanços que o Brasil precisa dependem da aprovação da Nova Previdência. É a partir dela que o país terá condições de estabilizar as contas, potencializar investimentos, viabilizar uma rígida reforma tributária e enxugar ainda mais a máquina pública, reduzindo nossas estatais.",direita,avanços brasil precisa dependem aprovação nova previdência partir país condições estabilizar contas potencializar investimentos viabilizar rígida reforma tributária enxugar ainda máquina pública reduzindo estatais
"Como prometido, dando continuidade à obras, objetivamos dar inicio à outras, se assim o orçamento permitir, além de criar dispositivos para que concessões de portos, aeroportos e rodovias possam ser feitos e o Brasil possa prosperar. Este é nosso compromisso.",direita,prometido dando continuidade obras objetivamos dar inicio outras assim orçamento permitir além criar dispositivos concessões portos aeroportos rodovias possam feitos brasil possa prosperar compromisso
"Enquanto acharem que somente escolas educam e que outros fatores puramente sozinhos é que farão o país crescer, o Brasil não evoluirá como gostaríamos. Olavo de Carvalho vem explicando este fenômeno há anos e seus alunos vem deixando um legado. O Brasil tem jeito.",direita,enquanto acharem somente escolas educam outros fatores puramente sozinhos farão país crescer brasil evoluirá gostaríamos olavo carvalho vem explicando fenômeno anos alunos vem deixando legado brasil jeito
"Palavras minhas: é urgente que o Congresso aprecie matérias para que os agentes de segurança pública ou não, usem da letalidade para defender a população, caso precisem e estejam amparados por lei para que possamos resgatar a paz diante do terror que vivemos em todo Brasil.",direita,palavras urgente congresso aprecie matérias agentes segurança pública usem letalidade defender população caso precisem amparados lei possamos resgatar paz diante terror vivemos todo brasil
"Nós estamos mudando o Brasil! Resgatar o crescimento de nossa economia é um dos primeiros passos rumo a prosperidade. Se tudo correr como planejamos, avançando nas mudanças necessárias, o Brasil aumentará consideravelmente seus investimentos. Ganha a população brasileira.",direita,mudando brasil resgatar crescimento economia primeiros passos rumo prosperidade tudo correr planejamos avançando mudanças necessárias brasil aumentará consideravelmente investimentos ganha população brasileira
Dados iniciais revelam indícios muito fortes que a máquina está sendo usada para manutenção de algo que não interessa ao Brasil. Sabemos que isto pode acarretar greves e movimentos coordenados prejudicando o brasileiro. Em breve muito mais informações para o bem de nosso país.,direita,dados iniciais revelam indícios fortes máquina sendo usada manutenção algo interessa brasil sabemos pode acarretar greves movimentos coordenados prejudicando brasileiro breve informações bem país
"Investir em portos é extremamente essencial no dinamismo  e aumento da capacidade de exportações e importações, além de movimentar a empregabilidade e desenvolvimento das regiões citadas.",direita,investir portos extremamente essencial dinamismo aumento capacidade exportações importações além movimentar empregabilidade desenvolvimento regiões citadas
"Há alguns anos, expressar simples opiniões contrárias ao pensamento esquerdista era tabu. Hoje, as posições que predominam na população são propagadas cada vez mais. Que esse movimento continue crescendo e evoluindo!",direita,alguns anos expressar simples opiniões contrárias pensamento esquerdista tabu hoje posições predominam população propagadas cada vez movimento continue crescendo evoluindo
"Descentralização do poder: + Brasil - Brasília. Todos ganham, a população fiscalizadora, os estados e municípios. Esta é a linha de ação do governo federal. Não importa de que partido seja! O momento agora é de união, como ações provadas em tweets anteriores.",direita,descentralização poder brasil brasília todos ganham população fiscalizadora estados municípios linha ação governo federal importa partido momento agora união ações provadas tweets anteriores
"Nenhuma outra proposta de reforma foi tão firme contra privilégios. Está claro no texto da Nova Previdência: quem tem menos, paga menos. É preciso consciência. A mudança é dura, mas necessária. Devemos assegurar o futuro sustentável do Brasil e dos brasileiros. Estamos juntos!",direita,nenhuma outra proposta reforma tão firme contra privilégios claro texto nova previdência menos paga menos preciso consciência mudança dura necessária devemos assegurar futuro sustentável brasil brasileiros juntos
A luta é diária para que deixemos um recado cultural verdadeiro em nosso país. Vamos juntos dando passos largos e jamais esquecendo que o “conhecimento liberta e a doutrinação aprisiona!”,direita,luta diária deixemos recado cultural verdadeiro país vamos juntos dando passos largos jamais esquecendo “conhecimento liberta doutrinação aprisiona”
Diminuição de interferência do estado e dos custos financeiros para os cidadãos são promessas de campanha que vamos cumprindo. Mais notícias como esta já foram anunciadas e continuarão sendo nossas prioridades sempre que possíveis.,direita,diminuição interferência estado custos financeiros cidadãos promessas campanha vamos cumprindo notícias anunciadas continuarão sendo prioridades sempre possíveis
Reintegrar os índios à sociedade levando até a estes condições para que possam se sentir brasileiros e não apenas serem tratados como massa de manobra e divisão do povo para contemplar planos de poder. Temos o povo mais miscigenado do mundo e somos todos iguais!,direita,reintegrar índios sociedade levando condições possam sentir brasileiros apenas serem tratados massa manobra divisão povo contemplar planos poder povo miscigenado mundo todos iguais
"Na próxima terça-feira apresentaremos projeto de lei Anticrime ao Congresso. Elaborado pelo Ministro Sérgio Moro o mesmo visa endurecer as penas contra assassinos, líderes de gangues e corruptos.",direita,próxima terça feira apresentaremos projeto lei anticrime congresso elaborado ministro sérgio moro visa endurecer penas contra assassinos líderes gangues corruptos
"Muito além de investir, devemos garantir que investimentos sejam bem aplicados e gerem resultados. Partindo dessa determinação, o Ministro Professor Ricardo Velez apurou vários indícios de corrupção no âmbito do MEC em gestões passadas. Daremos início à Lava Jato da Educação!",direita,além investir devemos garantir investimentos bem aplicados gerem resultados partindo dessa determinação ministro professor ricardo velez apurou vários indícios corrupção âmbito mec gestões passadas daremos início lava jato educação
