texto,label,texto_limpo
"Anyone who worries about his own gun should not have one.  If you carry
any pistol with a empty chamber and safety the chances of it going off
are about zero.  Unless you sit it on top of a lite stove for a couple
of minutes or put it in a fire. :-)",0,anyone worries gun one carry pistol empty chamber safety chances going zero unless sit top lite stove couple minutes put fire
"the last arab country was syria. but not all of them
migrated due to the jewish state economical and 
securital dilemma!",1,last arab country syria migrated due jewish state economical securital dilemma
"And this results in a fire that starts in one room and torches the entire place
before anyone in the adjacent rooms can escape?  I don't think so.  So much for
the smolder theory.",0,results fire starts one room torches entire place anyone adjacent rooms escape dont think much smolder theory
"OK, you've already disqualified yourself (who ever you are) from
being objective.


Jews are a people with a common cultural heritage, religion, and history.
We are not a race.



You don't see a difference between killing British soldiers (who were
preventing Jews who tried to escape the Nazis from entering the
British mandate) and Arab terrorist who kill civilian men, women, and
children?!?



That's ridiculuous on atleast two counts.  First of all, even if you identify
yourself as completely Jewish that doesn't rule out the possibility that you're
a self-hating anti-semite.  One can always find Jews who are uncomfortable with
their identities (since they only want Jews to be cowering victims) and are
willing to speak up for their enemies.  Secondly, the strength or weakness of
your arguments does not depend on your identity.",1,ok youve already disqualified ever objective jews people common cultural heritage religion history race dont see difference killing british soldiers preventing jews tried escape nazis entering british mandate arab terrorist kill civilian men women children thats ridiculuous atleast two counts first even identify completely jewish doesnt rule possibility youre self hating anti semite one always find jews uncomfortable identities since want jews cowering victims willing speak enemies secondly strength weakness arguments depend identity
"Pardon me? Your ignorance cramps my conversation. Although the administrative 
mechanism was a strictly centralized one, the Ottoman Empire 'was a classical 
example of a pluralist social order.' The 'millet system' was the mechanism 
which shaped the social order of the multi-national Ottoman Empire and stood 
behind its continuity. As a matter of fact, because Islamic principles 
were in force in the Ottoman Empire, it was natural to use religious 
criteria to differentiate among the various communities which constituted 
the Empire. The 'millet' system began to be based on ethnicity in the 
19th century under the influence of nationalism. Sousa writes of the 
existence of thirteen communities in the Ottoman Empire in addition to 
the Muslim 'millet' in 1914. These were: (1) Greeks attached to the 
Orthodox Patriarchate in Istanbul; (2) Catholics or Latins who were 
remnants of Genoese and Venetian merchants; (3) Gregorian Armenians 
attached to a Patriarchate in Istanbul; (4) Catholic Armenians; (5) Syrian 
Catholics attached to a Patriarchate in Mardin; (6) Chaldean Catholics 
attached to a Patriarchate in Mosul; (7) Syrian Jacobites attached to a 
Patriarchate in Mardin; (8) Protestants; (9) Melchites attached to a 
Patriarchate in Damascus; (10) Hebrews of two rites; (11) Bulgarian 
Catholics attached to the Bulgarian Exarch; (12) Maronites; and (13) 
Nestorians.[1] Scholars who studied the pluralistic social structure 
outlined briefly above, concluded that the social order of the Ottoman 
Empire fit the framework of the 'Mosaics Theory.'[2] 

[1] N. Sousa, ""The Capitulatory Regime of Turkey, its History, Origin and
    Nature,"" (Baltimore, 1933).
[2] C. S. Coon, Caravan: ""The Story of the Middle East,"" (New York, 1951),
    p. 162 and H. A. R. Gibb/H. Bowen, ""Islamic Society and the West: A
    Study of the Impact of Western Civilization on Moslem Culture in the
    Near East,"" (Oxford, 1951).


Serdar Argic",1,pardon ignorance cramps conversation although administrative mechanism strictly centralized one ottoman empire classical example pluralist social order millet system mechanism shaped social order multi national ottoman empire stood behind continuity matter fact islamic principles force ottoman empire natural use religious criteria differentiate among various communities constituted empire millet system began based ethnicity th century influence nationalism sousa writes existence thirteen communities ottoman empire addition muslim millet greeks attached orthodox patriarchate istanbul catholics latins remnants genoese venetian merchants gregorian armenians attached patriarchate istanbul catholic armenians syrian catholics attached patriarchate mardin chaldean catholics attached patriarchate mosul syrian jacobites attached patriarchate mardin protestants melchites attached patriarchate damascus hebrews two rites bulgarian catholics attached bulgarian exarch maronites nestorians scholars studied pluralistic social structure outlined briefly concluded social order ottoman empire fit framework mosaics theory n sousa capitulatory regime turkey history origin nature baltimore c coon caravan story middle east new york p h r gibb h bowen islamic society west study impact western civilization moslem culture near east oxford serdar argic
"I agree very much.  I have read almost every article written about
   the Glock, and IMO, it is probably the safest auto-loader made.  It
   has the best safty of all, Jeff Cooper's First Rule, ""Keep your finger
   OFF the trigger until you want to shoot.""  If everyone just observed
   this, there would be fewer ""accidents"".

   David N. Bixler
   Auburn University",0,agree much read almost every article written glock imo probably safest auto loader made best safty jeff coopers first rule keep finger trigger want shoot everyone observed would fewer accidents david n bixler auburn university
"Oh....I see...I didn't realize this...

  I think that perhaps you should print flyers on this topic, and your
  reasons for thinking the way you do. You should then distribute them
  amongst the world's population. You see, I don't think there are many
  people who are aware of this fact. Thank you for telling us the truth.

  BTW: I would start by sending your flyers to each of the UN officials.
	   Also, after you have distributed your flyers you might consider
       hiding. You see, I think that once more people read what you think
       they will have to lock you up in a mental institute; and don't think
       they will ever let you out.
 
  It is a strange strange world you live in. I feel sorry for you.

--",1,ohi seei didnt realize think perhaps print flyers topic reasons thinking way distribute amongst worlds population see dont think many people aware fact thank telling us truth btw would start sending flyers un officials also distributed flyers might consider hiding see think people read think lock mental institute dont think ever let strange strange world live feel sorry
"maybe the missile didn't hit directly such that his body
gets ""desintegrated.""  of course, destroying 10 houses to
kill someone is not a surgical operation, or is it?",1,maybe missile didnt hit directly body gets desintegrated course destroying houses kill someone surgical operation
"What a dope!  There is no value for Mohammed Elabdellaoui to be here
at a Western University.  Third-worldist and Islamic brain-rot has
made it impossible for him to acquire and analyze facts appropriately.

The history of the efforts of the Mufti of Jerusalem to serve the
Nazis in the South Balkans and set up Muslim SS Divisions is
well-documented.  In general, Nazism and the leader-principle
resonated well among Muslim peoples.  Khomeini's concept of the faqih
is a recent example of such resonance.  In fact, totalitarianism is
etymologically a reasonable translation Islam.

To be fair, the Mufti did not succeed in getting large numbers of
Muslims to join the SS.  But the rather small Muslim SS unit did
manage to commit attrocities disproportionate to it size.  There were
also Muslim people who were less than enthusiastic about the attempt
of Muslim leaders to entice Muslim people to serve the Nazi cause
actively.  And the Turkish government ignored practically all Nazi
overtures even though an alliance with the Nazis against the Soviet
government would have made a great deal of tactical sense.

			Last time I heard, the nazis prided themselves in

Yes, the typical primitive Muslim psychopathological psychotic
behavior upon hearing or reading a disagreeable fact -- start whining
about the Jews.  What a jerk.


You should go back to your mindlessly stupid 3rd world country.  Your
brain has no business in a civilized first world country.",1,dope value mohammed elabdellaoui western university third worldist islamic brain rot made impossible acquire analyze facts appropriately history efforts mufti jerusalem serve nazis south balkans set muslim ss divisions well documented general nazism leader principle resonated well among muslim peoples khomeinis concept faqih recent example resonance fact totalitarianism etymologically reasonable translation islam fair mufti succeed getting large numbers muslims join ss rather small muslim ss unit manage commit attrocities disproportionate size also muslim people less enthusiastic attempt muslim leaders entice muslim people serve nazi cause actively turkish government ignored practically nazi overtures even though alliance nazis soviet government would made great deal tactical sense last time heard nazis prided yes typical primitive muslim psychopathological psychotic behavior upon hearing reading disagreeable fact start whining jews jerk go back mindlessly stupid rd world country brain business civilized first world country
"Never. I don't know whether anybody formulated and proposed such an 
index or criteria to determine the magnitude of a genocide as mentioned 
and advised by Toynbee. If one ever does you will easily see the magnitude 
of the crime of genocide committed by the Armenians, by massacring an alien
population under their rule which constituted about 40% of their total
population and they did it only within a time period of a little over
two years in which they enjoyed having full control over this population.

Now I would like to ask you:

  Is there any other genocide in the history of mankind similar to 
  this one?

And again I would like to ask you:

  Whether the silent and unmourned martyrdom of these hundreds of thousands
  of Turks of the Republic of Armenia who were exterminated as a ""Final
  Solution"" to Turco-Tartar problems in Armenia is similar or not
  to the martyrdom of six million Jews in Europe as a final solution to
  Jewish problems?


Serdar Argic",1,never dont know whether anybody formulated proposed index criteria determine magnitude genocide mentioned advised toynbee one ever easily see magnitude crime genocide committed armenians massacring alien population rule constituted total population within time period little two years enjoyed full control population would like ask genocide history mankind similar one would like ask whether silent unmourned martyrdom hundreds thousands turks republic armenia exterminated final solution turco tartar problems armenia similar martyrdom six million jews europe final solution jewish problems serdar argic
"[much blathering on the Role Of Military Forces in
Enforcing Civil Law deleted]

The main problem with trying to get the Military involved in Police work
is the differences in the missions.

The Police take names, try and find out what happened,
stop suspects (thats the meaning of 'arrest') and
turn them over to the custody of the Judicial Branch
for the adjudication of their case.

The Military's mission is to kill the enemy before
they can escape or surrender.

chus
pyotr",0,much blathering role military forces enforcing civil law deleted main problem trying get military involved police work differences missions police take names try find happened stop suspects thats meaning arrest turn custody judicial branch adjudication case militarys mission kill enemy escape surrender chus pyotr
"I flipped on my local Cable Access Channel (a channel where any
community member can broadcast whatever they want for about $50
per half hour) and saw a ""documentary"" (I use this term loosely)
on the conflict in the West Bank.

It was apparently made with a hand held camcorder (the quality was
terrible, and the camera was really jumpy).  The documentary (sic)
told the tales of all of the children who died in the ""war"" against
the Jews as martyrs.  

It was a regular sob story.  One ""victimized youth"" was recounting
on how all he ""really"" wants to do is to get an education and that
the big bad Jews won't let him go to high school.  He admittedly 
spent 4 years in prison (age 13 to 17) for murdering a Jewish woman
but claims that it was ""for the cause.""

I have seen this kind of garbage before.  I have a lot of sympathy for
the Palestinian cause (as do many Jews), but I think that even many
Arabs would be ashamed to call this a documentary!

The most suprising part is that the only credits shown at the end
was an address for the makers of the film named JEWISH COMM. ON
THE MIDDLE EAST.

Anybody heard of them?  They make Peace Now look like right-wingers.",1,flipped local cable access channel channel community member broadcast whatever want per half hour saw documentary use term loosely conflict west bank apparently made hand held camcorder quality terrible camera really jumpy documentary sic told tales children died war jews martyrs regular sob story one victimized youth recounting really wants get education big bad jews wont let go high school admittedly spent years prison age murdering jewish woman claims cause seen kind garbage lot sympathy palestinian cause many jews think even many arabs would ashamed call documentary suprising part credits shown end address makers film named jewish comm middle east anybody heard make peace look like right wingers
"100% Israeli citizens.  The ethnic composition depends on what
you mean by formed.  What the UN deeded to Israel?  What it won in war?



	Were there anti-trust laws in place in mandatory Palestine?
Since the answer is no, you're argument, while interestingly
constructed, is irrelevant.  I will however, respond to a few points
you assert in the course of talking about anti-trust laws.



	And those fleeing Arab lands, where Jews were second class
citizens. 


	Jews often paid far more than fair market value for the land
they bought.


	You know, Sam, when people start talking about an
International Jewish conspiracy, its really begins to sound like
anti-Semitic bull.

	The reason there is no conspiracy here is quite simple.
Zionists made no bones about what was going on.  There were
conferences, publications, etc, all talking about creating a National
home for the Jews.



[...]

	Because you've never heard of it, its dead?  The fact is, you
claimed Israel had to give arabs rights because of (non-existant)
International aid.  Then you see that that argument has a hole you
could drive a truck through, and again assert that Israel is only
democratic within the (unexplained) constraints of one ethnic group.
The problem with that argument is that Arabs are allowed to vote for
whoever they please.  So, please tell me, Sam, what constraints are
there on Israeli democracy that don't exist in other democratic
states?

	I've never heard anything about the Khazakistani arab
population.  Does that mean that they have no history or roots?  When
I was at Ben Gurion university in Israel, one of my neighbors was an
Israeli arab.  He wasn't really all that different from my other
neighbors.  Does that make him dead or oppressed?



	How recent is recent?  I can probably build a case for a
Jewish Gaza city.  It would be pretty silly, but I could do it.  I'm
arguing not that Jerusalem is Jewish, but that land has no ethnicity.

Adam



Adam Shostack 				       adam@das.harvard.edu",1,israeli citizens ethnic composition depends mean formed un deeded israel war anti trust laws place mandatory palestine since answer youre argument interestingly constructed irrelevant however respond points assert course talking anti trust laws fleeing arab lands jews second class citizens jews often paid far fair market value land bought know sam people start talking international jewish conspiracy really begins sound like anti semitic bull reason conspiracy quite simple zionists made bones going conferences publications etc talking creating national home jews youve never heard dead fact claimed israel give arabs rights non existant international aid see argument hole could drive truck assert israel democratic within unexplained constraints one ethnic group problem argument arabs allowed vote whoever please please tell sam constraints israeli democracy dont exist democratic states ive never heard anything khazakistani arab population mean history roots ben gurion university israel one neighbors israeli arab wasnt really different neighbors make dead oppressed recent recent probably build case jewish gaza city would pretty silly could im arguing jerusalem jewish land ethnicity adam adam shostack adamdasharvardedu
"<In article <C5Bu9M.2K7@ulowell.ulowell.edu>
<
<> [ ... excellent exchange deleted ... ]
<> It seems to me the whole reason for the Second Amendment, to give
<> the people protection from the US government by guaranteeing that the
<> people can over through the government if necessary, is a little bit
<> of an anachronism is this day and age.  Maybe its time to re-think
<> how this should be done and amend the constitution appropriately.
<
<    Abraham Lincoln, First Inaugural Address, March 4, 1861: ""This
<    country, with its institutions, belongs to the people who inhabit
<    it.  Whenever they shall grow weary of the existing government,
<    they can exercise their constitutional right of amending it, or
<    their revolutionary right to dismember it or overthrow it.""
<
<    Rep. Elbridge Gerry of Massachusetts, spoken during floor debate
<    over the Second Amendment, I Annals of Congress at 750, 17 August
<    1789: ""What, Sir, is the use of a militia?  It is to prevent the
<    establishment of a standing army, the bane of liberty. ...
<    Whenever Governments mean to invade the rights and liberties of
<    the people, they always attempt to destroy the militia, in order
<    to raise an army upon their ruins.""
<
<So now we know which category Mr. Rutledge is in; He means to destroy
<our Liberties and Rights.

What I find so hard to understand is how come some people, apparantly
NOT connected with government or otherwise privileged, will
go to great lengths, redefinitions, re-interpretations, in a full-bore
attempt to THROW AWAY THE PROTECTION OF THEIR OWN RIGHTS under the
Constitution!!!

Almost makes me think of lemmings running into the sea during a lemming
year...

I really wonder that Jefferson and Madison would say to these folks?

<-------------------------------------------------------------
<""...when all government... in little as in great things, shall be
<drawn to Washington as the centre of all power, it will render
<powerless the checks provided of one government on another and will
<become as venal and oppressive as the government from which we
<separated.""   Thomas Jefferson, 1821

Excellent quote.",0,excellent exchange deleted seems whole reason second amendment give people protection us government guaranteeing people government necessary little bit anachronism day age maybe time think done amend constitution appropriately abraham lincoln first inaugural address march country institutions belongs people inhabit whenever shall grow weary existing government exercise constitutional right amending revolutionary right dismember overthrow rep elbridge gerry massachusetts spoken floor debate second amendment annals congress august sir use militia prevent establishment standing army bane liberty whenever governments mean invade rights liberties people always attempt destroy militia order raise army upon ruins know category mr rutledge means destroy liberties rights find hard understand come people apparantly connected government otherwise privileged go great lengths redefinitions interpretations full bore attempt throw away protection rights constitution almost makes think lemmings running sea lemming year really wonder jefferson madison would say folks government little great things shall drawn washington centre power render powerless checks provided one government another become venal oppressive government separated thomas jefferson excellent quote
"A repost from talk.religion.misc,talk.politics.guns,soc.culture.jewish:

From: cdt@sw.stratus.com (C. D. Tavares)
Subject: Re: Who's next?  Mormons and Jews?
Date: 20 Apr 1993 19:15:13 GMT
Organization: Stratus Computer, Inc.




All government claims.  If they were really stocking such weapons for
Armageddon, how come they never used them?


""The time is coming.  Those of you who have no sword, sell your shirt and
 buy one... And they told him, Master, we have two swords.  And he said, It 
 is enough.""  (LUKE ...)

""Think not that I am come to send peace on earth: I came not to send peace,
 but the sword. For I am come to set a man at variance against his father,
 and the daugher against her mother...""  (MATT 10 34-35)


Just maybe you won't be home.  Then you can come home to something 
like this:

    ""Well, it's been a rough month,"" begins Johnnie Lawmaster.  ""I
 just get laid off, and my divorce became final.  But I just wasn't
 ready for what happened this particular Monday.""

    That particular Monday was was December 16, the first day of the
 Bill of Rights' third century, the day when federal agents and local
 law enforcement officer broke into the house in Tulsa that always flew
 the U.S. flag.  When Lawmaster drove into the driveway that bleak
 afternoon, one of his neighbors had some news.

    ""'Ohmigod, John, you are in big trouble!' my neighbor tells me.
 'Sixty police, federal agents and the bomb squad busted in you house,
 kicked down the door, cut locks off your gun safe.'  I couldn't
 believe it.  Then I walked inside.  What a nightmare.""

    It was no nightmare; it was horribly real life.  Apparently acting
 on information the Lawmaster possessed an illegal firearm, some thirty
 agents of the Bureau of Alcohol, Tobacco and Firearms (BATF) teamed up
 with state and Tulsa police authorities, search warrant in hand, to
 search for a ""Colt, AR-15, .223 caliber machine gun, unknown serial
 number.""  The warrant, issued by U.S. Magistrate John Leo Wagner, also
 authorized agents to seize ""any tools used in the alteration or
 modification of firearms, such as files or drills; documents, papers,
 books, records, and other tangible properties which identify occupants
 or owners of the property to be searched....""

    Reports vary, but according to neighbors, the joint task force
 operation aimed at the unemployed warehouseman from a nearby hospital
 involved some 60 agents and local law enforcement personnel against
 Lawmaster.  They cordoned off the street; took station with weapons
 drawn in the back yard; used a battering ram to break through the
 front door; kicked in the back door; broke into his gun safe; threw
 personal papers around the house; spilled boxes of ammunition on the
 floor; broke into a small, locked box that contained precious coins;
 stood on a table to peer through the ceiling tiles, breaking the table
 in the process.  Then, they left.  The doors were closed but not
 latched, much less locked.  The ammo and guns were left unsecured.

    ""My front and back doors were pulled shut, but they were busted
 through and couldn't latch.  Anybody could have waltzed in there and
 stolen everything I own.  A child could have taken a gun.  The guns,
 the safe -- everything was open and laying around.  I keep all my
 magazines empty, but someone had loaded them.  While I was looking
 around in amazement, the gas, electric and water companies show up to
 turn the power off.  They said they were told to shut things down.
 Then I found the note.  ""Nothing Found - ATF.""

    ""They didn't make any attempt to notify me.  I've lived in Tulsa
 all my life and never got more than a traffic ticket.  How come they
 can't look that up, realize I've been law-abiding my whole life, then
 come to the door when I'm home?  They didn't leave someone here to
 watch over my private property.  They didn't even come by to explain
 what happened.  They just raided my home, ransaked it, left it wide
 open and left.""

    Lawmaster placed a phone call to the local BATF agent.  ""I asked,
 'Are you gonna' arrest me?' and he said, 'No.'  I asken him, ""Who is
 going to repair and clean up my house?'  And he said, ""If you're going
 to talk to me, come down to my office.'

    ""'I can't come down!' I said.  'My doors are broken!'  If I had
 been on vacation and I didn't have friendly neighbors, I would have
 lost everything I own.  Here I am a competent, responsible firearms
 owner, and the government leaves them open, unlocked, with ammo strewn
 around.""

    Lawmaster said the agent advised him, ""If you want your door to
 lock and your gun safe to lock, you're gonna' have to pay for it
 yourself.""

    ""'Oh, I'll come right down, alright,' I told him.  'I'll come
 down, but I'll bring my attorney.'  And he said, 'Well, you bring
 your attorney, and we won't talk to you.'""


So if you don't want your tea party to be held in awkward silence, make
sure your lawyer isn't there, there's a good chap.



What a repulsive outlook on society.  ""Followers of unusual religions
may be killed by the government -- it simply can't be helped in a free
society.""

You and I have two different concepts of ""free.""
--",0,repost talkreligionmisctalkpoliticsgunssocculturejewish cdtswstratuscom c tavares subject whos next mormons jews date apr gmt organization stratus computer inc government claims really stocking weapons armageddon come never used time coming sword sell shirt buy one told master two swords said enough luke think come send peace earth came send peace sword come set man variance father daugher mother matt maybe wont home come home something like well rough month begins johnnie lawmaster get laid divorce became final wasnt ready happened particular monday particular monday december first day bill rights third century day federal agents local law enforcement officer broke house tulsa always flew us flag lawmaster drove driveway bleak afternoon one neighbors news ohmigod john big trouble neighbor tells sixty police federal agents bomb squad busted house kicked door cut locks gun safe couldnt believe walked inside nightmare nightmare horribly real life apparently acting information lawmaster possessed illegal firearm thirty agents bureau alcohol tobacco firearms batf teamed state tulsa police authorities search warrant hand search colt ar caliber machine gun unknown serial number warrant issued us magistrate john leo wagner also authorized agents seize tools used alteration modification firearms files drills documents papers books records tangible properties identify occupants owners property searched reports vary according neighbors joint task force operation aimed unemployed warehouseman nearby hospital involved agents local law enforcement personnel lawmaster cordoned street took station weapons drawn back yard used battering ram break front door kicked back door broke gun safe threw personal papers around house spilled boxes ammunition floor broke small locked box contained precious coins stood table peer ceiling tiles breaking table process left doors closed latched much less locked ammo guns left unsecured front back doors pulled shut busted couldnt latch anybody could waltzed stolen everything child could taken gun guns safe everything open laying around keep magazines empty someone loaded looking around amazement gas electric water companies show turn power said told shut things found note nothing found atf didnt make attempt notify ive lived tulsa life never got traffic ticket come cant look realize ive law abiding whole life come door im home didnt leave someone watch private property didnt even come explain happened raided home ransaked left wide open left lawmaster placed phone call local batf agent asked gonna arrest said asken going repair clean house said youre going talk come office cant come said doors broken vacation didnt friendly neighbors would lost everything competent responsible firearms owner government leaves open unlocked ammo strewn around lawmaster said agent advised want door lock gun safe lock youre gonna pay oh ill come right alright told ill come ill bring attorney said well bring attorney wont talk dont want tea party held awkward silence make sure lawyer isnt theres good chap repulsive outlook society followers unusual religions may killed government simply cant helped free society two different concepts free
"All humans suffered emotionally, some Jews and many
others suffered physically. It is sad that people like you are
so blinded by emotions that they can't see the facts. Thanks
for calling me names, it only assures me of what kind of
ignorant people I am dealing with. I included your letter since
I thought it demonstrated my point more than anything I could
write.",1,humans suffered emotionally jews many others suffered physically sad people like blinded emotions cant see facts thanks calling names assures kind ignorant people dealing included letter since thought demonstrated point anything could write
"It is Clinton's initiative now.  He is pushing it hard
    Aren't the liberals supposed to be concerned about privacy
    rights?

    If you want to know more about the wiretapping initiative,
    read ""1984"" - it's in there, installed in every bedroom.


-- 
------------------------------------------------------------------------------------------
Disclaimer: Opinions expressed are mine, not my employer's.",0,clintons initiative pushing hard arent liberals supposed concerned privacy rights want know wiretapping initiative read installed every bedroom disclaimer opinions expressed mine employers
"Well Josh I agree with you to some respect...less your spelling
	errors.  The Gov'mnt always must win! even if they kill every
	man women and child....by GOD they must win at all costs......

	This happens over and over and over in this country.  Lets make
	excuses, get the worthless press to cover up everything, let the
	officials take the heat for top management stupidity etc...etc...

	>",0,well josh agree respectless spelling errors govmnt always must win even kill every man women childby god must win costs happens country lets make excuses get worthless press cover everything let officials take heat top management stupidity etcetc
"But this is all gun control laws end up doing.  Politicians can never
manage to get a handle on those who obtain arms illegally, so all their
laws can ever do is further restrict people who obtain them legally.

Karen McNutt, a local attorney, states that there are about two MILLION
licensed gun owners in Massachusetts.  In the past year, the number of
licensed gun owners involved in gun crimes was something like SIX.
Yet, there were a large number of gun crimes in the state last year.

Does passing laws that will further restricting only those people ALREADY
obeying laws pay any dividents?


So far, I've seen them treated with the least respect by legislators.


See, this is what I call the ""argument from religion:"" ""I believe.""  Don't
believe -- it's not NECESSARY to take this on faith.  Go look at the history
of countries that passed gun restrictions.  Pay particular attention to
whether or not violent crime was HIGHER before the restrictions and LOWER
after.  (Don't look at ""violent gun crimes,"" that's begging the question.)
You may be very surprised.


You have this absolutely backwards.  If crime stopped in the presence of
strict gun control, there is NO WAY I would consider lifting any of it.
However, if gun control made absolutely NO IMPROVEMENT in the violent 
crime rate, THAT'S when I would have it lifted.  Think about it.

So far, none of the stats show any improvement...


Do you really think driver's tests are any indication of your propensity
for having accidents?  

I've never known anybody stupid enough to take a driving test while 
drunk; after having been up all night; with two fighting kids in the 
back seat; with a hot cup of coffee on their lap; or while putting on 
makeup, reading the newspaper, or talking on their cellular phone.  
But that's what they're doing when they have those accidents.


How can anything that has no positive effect at all ever be ""necessary?""


And it didn't help, any of it.


I'm sorry, I don't remember any story where Winnie the Pooh was
offered weapons.
--",0,gun control laws end politicians never manage get handle obtain arms illegally laws ever restrict people obtain legally karen mcnutt local attorney states two million licensed gun owners massachusetts past year number licensed gun owners involved gun crimes something like six yet large number gun crimes state last year passing laws restricting people already obeying laws pay dividents far ive seen treated least respect legislators see call argument religion believe dont believe necessary take faith go look history countries passed gun restrictions pay particular attention whether violent crime higher restrictions lower dont look violent gun crimes thats begging question may surprised absolutely backwards crime stopped presence strict gun control way would consider lifting however gun control made absolutely improvement violent crime rate thats would lifted think far none stats show improvement really think drivers tests indication propensity accidents ive never known anybody stupid enough take driving test drunk night two fighting kids back seat hot cup coffee lap putting makeup reading newspaper talking cellular phone thats theyre accidents anything positive effect ever necessary didnt help im sorry dont remember story winnie pooh offered weapons
"I add my congratulations as well. To all those who survive the gauntlet,
cheers.",1,add congratulations well survive gauntlet cheers
"[stuff deleted]


Ah, clarification by obfuscation.

Actually, the words ""A well regulated Milita, being necessary to the
security of a free state"" is a present participle, used as an
adjective to modify 'militia', which is followed by the main clause of
the sentence, the subject being 'the right', the verb 'shall'.  It
asserts that the right to keep and bear arms is essential for
maintaining a milita.  The sentence doesn't restrict the right, or
state or imply possession of the right by anyone or anything other
than the people.  All it does is make a positive statement regarding a
right of the people. The PEOPLE, as in you and me, as in the First,
Fourth, Ninth, Tenth, as well as the Second amendment.
The existence of this right is assumed - it is not granted by the
amendment. There is no stated or implied condition relating the right
to bear arms to the necessity of a well-regulated militia to the security of
a free state.
In other words, the entire sentence says that the right to keep and
bear arms is UNCONDITIONAL.



The final word on liberties and rights should not belong ""to the
many"".  That is why we have a Constitution.  Otherwise, a tyrrany of
the majority can ensue from ""popular"" opinion, a concept which you
should be familiar with from the Federalist papers.",0,stuff deleted ah clarification obfuscation actually words well regulated milita necessary security free state present participle used adjective modify militia followed main clause sentence subject right verb shall asserts right keep bear arms essential maintaining milita sentence doesnt restrict right state imply possession right anyone anything people make positive statement regarding right people people first fourth ninth tenth well second amendment existence right assumed granted amendment stated implied condition relating right bear arms necessity well regulated militia security free state words entire sentence says right keep bear arms unconditional final word liberties rights belong many constitution otherwise tyrrany majority ensue popular opinion concept familiar federalist papers
"I was under the impression that to obtain fissionable materials (i.e.,
plutonium or reactor/weapons-grade uranium) one was required to obtain
a federal permit to own such materials.


Actually, why bother looking it up?  From the material we covered last
term (in 10 weeks) of Ge/Ch 127 (Nuclear Chemistry), I could *derive*
what it would take to build a bomb.  And as far as the explosive charge,
I (as a chemist) could synthesize a variety of explosives from commonly
available chemicals in the garage if I felt like.  The electronics 
behind the detonator and the shaped charges are a little trickier,
however . . . but not impossible using a few ""tricks of the trade.""
And if I really wanted to be nasty, I could include a core of 
hydrogen and deuterium . . .

Of course, the hardest part is getting the fissionable material
to start with, and living long enough to put a bomb together. 
(Plutonium has some *nasty* properties . . .)",0,impression obtain fissionable materials ie plutonium reactor weapons grade uranium one required obtain federal permit materials actually bother looking material covered last term weeks ge ch nuclear chemistry could derive would take build bomb far explosive charge chemist could synthesize variety explosives commonly available chemicals garage felt like electronics behind detonator shaped charges little trickier however impossible using tricks trade really wanted nasty could include core hydrogen deuterium course hardest part getting fissionable material start living long enough put bomb together plutonium nasty properties
":>>
:>> As someone else has pointed out, why would the stove be in use on a warm 
:>> day in Texas. 
:>
:>Do YOU eat all your food cold?
:
:Ever hear of electric ovens or microwaves?  Very popular.
:Electric stoves outside metro-areas especially.

Hey, Einstein, ever tried to use an electric stove or microwave WITHOUT
ELECTRICITY?  It's been shut off for weeks now, courtesy of your local FBI
assault squad.

Now, are you going to put your foot in your mouth or shall I get a crowbar
and assist you?


Mike Ruff",0,someone else pointed would stove use warm day texas eat food cold ever hear electric ovens microwaves popular electric stoves outside metro areas especially hey einstein ever tried use electric stove microwave without electricity shut weeks courtesy local fbi assault squad going put foot mouth shall get crowbar assist mike ruff
"Davidian, who are fascists? Armenians in Azerbaijan are killing Azeri 
people, invading Azeri soil and they are not fascists, because they 
lack food ha? Strange explanation. There is no excuse for this situation.

Herkesi fasist diye damgala sonra, kendileri fasistligin alasini yapinca,
""ac kaldilar da, yiyecekleri yok amcasi, bu seferlik affedin"" de. Yurrruuu, 
yuru de plaka numarani alalim......",1,davidian fascists armenians azerbaijan killing azeri people invading azeri soil fascists lack food ha strange explanation excuse situation herkesi fasist diye damgala sonra kendileri fasistligin alasini yapinca ac kaldilar da yiyecekleri yok amcasi bu seferlik affedin de yurrruuu yuru de plaka numarani alalim
